,index,AEROPORTO_DE_ORIGEM_SIGLA,AEROPORTO_DE_DESTINO_SIGLA,ASSENTOS
6066,9356,TFFF,SOCA,74.0
6067,9357,TFFF,SVMI,186.0
6068,9358,TFFF,TFFR,70.0
6069,9362,TFFR,SBGR,7.0
6070,9363,TFFR,SOCA,76.0
6071,9364,TFFR,TFFF,74.0
6072,9365,TFFR,TFFR,78.0
6073,9369,TJBQ,EHAM,0.0
6074,9386,TJSJ,KATL,264.0
6075,9387,TJSJ,KCLT,200.0
6076,9388,TJSJ,KDTW,211.0
6077,9389,TJSJ,KJFK,229.0
6078,9391,TJSJ,KMIA,160.0
6079,9393,TJSJ,SBBR,173.0
6080,9394,TJSJ,SBCF,219.0
6081,9395,TJSJ,SBEG,148.0
6082,9396,TJSJ,SBGL,201.0
6083,9397,TJSJ,SBGR,228.0
6084,9399,TJSJ,SBRF,174.0
6085,9400,TJSJ,SBSV,175.0
6086,9404,TNCA,KMIA,246.0
6087,9405,TNCA,MDPC,177.0
6088,9406,TNCA,MUHA,305.0
6089,9407,TNCA,SBEG,82.0
6090,9409,TNCA,SBGR,211.0
6091,9411,TNCA,SVMI,185.0
6092,9417,TNCC,KMIA,148.0
6093,9423,TNCC,SBCF,176.0
6094,9424,TNCC,SBEG,104.0
6095,9425,TNCC,SBGR,144.0
6096,9427,TNCC,SVMI,146.0
6097,9428,TNCC,SYCJ,152.0
6098,9429,TNCC,TNCA,180.0
6099,9431,TTCP,TBPB,177.0
6100,9434,TTPP,KIAH,214.0
6101,9435,TTPP,KMCO,211.0
6102,9436,TTPP,KMIA,171.0
6103,9438,TTPP,SBGL,204.0
6104,9439,TTPP,SBGR,250.0
6105,9441,TTPP,SBRF,174.0
6106,9443,TTPP,TJSJ,225.0
6107,9444,UUEE,DTTA,235.0
6108,9447,UUUU,KLAX,279.0
6109,9458,WSSS,LEBL,278.0
6110,9460,YLIS,ESSA,222.0
6111,9462,ZBAA,LEMD,258.0
